time,Label1,Label2
2022/7/18 4:00,11893.690595879283,8499.658815220859
2022/7/18 4:02,11817.01247700836,8446.382330540564
2022/7/18 4:04,11906.46154812646,8555.120770874833
2022/7/18 4:06,11198.159742758311,8245.254047467526
2022/7/18 4:08,11121.673563454977,8390.075582123893
2022/7/18 4:10,11195.791939876708,8038.266530419547
2022/7/18 4:12,11471.422043420393,8118.482306568363
2022/7/18 4:14,11723.718289317863,8347.155961058748
2022/7/18 4:16,11293.49883116328,8201.980464332273
2022/7/18 4:18,11296.378788132804,8142.006407345511
2022/7/18 4:20,11235.888917269398,8431.848576356439
2022/7/18 4:22,11676.271319566215,8556.118855942048
2022/7/18 4:24,11457.632180436476,8293.072852384543
2022/7/18 4:26,11864.834984535011,8353.126111444797
2022/7/18 4:28,11695.778176292377,8589.80711129257
2022/7/18 4:30,10471.35383600743,8512.821476501424
2022/7/18 4:32,10608.404229426005,8361.127012488792
2022/7/18 4:34,10682.346642912722,8575.825509630198
2022/7/18 4:36,10726.843489302442,8820.344787297623
2022/7/18 4:38,10728.726118737062,8743.23654065769
2022/7/18 4:40,10642.662025757198,8804.484282608424
2022/7/18 4:42,10856.46856447496,8713.922339113846
2022/7/18 4:44,10826.291041504652,8635.426093552494
2022/7/18 4:46,10839.780817588691,9006.836092653048
2022/7/18 4:48,10943.808059641631,8764.51279347601
2022/7/18 4:50,11390.28529373077,9231.881693214344
2022/7/18 4:52,11262.523363481225,9523.641144648276
2022/7/18 4:54,11737.913365524397,9331.775298877987
2022/7/18 4:56,11287.473322512096,9512.354157265265
2022/7/18 4:58,11462.202010813504,9642.165051201842
2022/7/18 5:00,11117.94597728837,9805.167396976956
2022/7/18 5:02,11185.102783944732,9221.21356023173
2022/7/18 5:04,11949.962080576783,9828.87718377024
2022/7/18 5:06,12207.58450865366,10036.003478175422
2022/7/18 5:08,11936.918272523988,10071.316969189182
2022/7/18 5:10,11697.21241927426,10072.830544553479
2022/7/18 5:12,12006.409519088616,10229.390053179151
2022/7/18 5:14,11868.76917552226,10237.387090251897
2022/7/18 5:16,12192.033811082005,10622.75039363244
2022/7/18 5:18,12158.11319629837,10586.461511843778
2022/7/18 5:20,11957.532650299185,10944.373056804045
2022/7/18 5:22,12140.200863671209,10608.722006440485
2022/7/18 5:24,12219.709487475453,11118.558983433524
2022/7/18 5:26,12405.127997087879,10841.42528080085
2022/7/18 5:28,12471.013762664268,10877.177652911094
2022/7/18 5:30,12512.324068632972,11023.294588618563
2022/7/18 5:32,12489.80072057145,10890.267369227486
2022/7/18 5:34,12765.893627158344,10788.031972923156
2022/7/18 5:36,13119.396014887074,10650.610135564755
2022/7/18 5:38,12662.129657931411,10646.789295040311
2022/7/18 5:40,12859.119985771245,10186.653041087444
2022/7/18 5:42,12824.385605593303,10267.005855567704
2022/7/18 5:44,12588.702911987515,10301.462200777589
2022/7/18 5:46,12396.152549278913,10022.658446757296
2022/7/18 5:48,12322.218943458596,9768.849329867246
2022/7/18 5:50,12733.627874273203,9736.267048615236
2022/7/18 5:52,12270.069677742742,9473.208659992904
2022/7/18 5:54,12920.248272099761,9575.334927817847
2022/7/18 5:56,12137.89844000863,9637.62246330847
2022/7/18 5:58,12678.436947707934,9930.73378533835
2022/7/18 6:00,11669.904310320313,9636.1359096897
2022/7/18 6:02,12218.407949831217,9860.641329017828
2022/7/18 6:04,11491.541198395264,9701.337065121726
2022/7/18 6:06,11713.906293697664,9553.780503055552
2022/7/18 6:08,12176.870754881988,9594.45076698707
2022/7/18 6:10,12085.00778354401,9832.766646676857
2022/7/18 6:12,11548.21693737785,9686.52439204738
2022/7/18 6:14,11442.267592737175,9476.3805991164
2022/7/18 6:16,12153.583627800519,9860.923625576175
2022/7/18 6:18,11474.256790919859,9928.072126720057
2022/7/18 6:20,11922.159320623634,9724.562302676482
2022/7/18 6:22,13035.455889026243,9942.73536571211
2022/7/18 6:24,12670.338452610073,10327.22887458171
2022/7/18 6:26,12608.232173380684,10202.717683105235
2022/7/18 6:28,13613.249444962477,10232.19966330816
2022/7/18 6:30,13247.264739876484,10279.008492569332
2022/7/18 6:32,13007.841209463802,10051.312726729877
2022/7/18 6:34,13502.477620458614,10247.18870247022
2022/7/18 6:36,14152.937375794118,10191.88319767412
2022/7/18 6:38,14293.504082285048,10191.722126879233
2022/7/18 6:40,13570.533094829842,10029.785820580402
2022/7/18 6:42,14014.63430537537,9960.464946553227
2022/7/18 6:44,14332.392051330764,10666.360159766678
2022/7/18 6:46,13264.370881318779,10878.601197612148
2022/7/18 6:48,13541.887233867845,11363.664886970017
2022/7/18 6:50,13907.612579597904,11392.665190858646
2022/7/18 6:52,13232.706357148016,11458.873357092938
2022/7/18 6:54,12227.679886075342,10694.893685028506
2022/7/18 6:56,13166.07621009478,10873.15119100713
2022/7/18 6:58,13377.927095433202,11158.246483440418
2022/7/18 7:00,12547.145012116,10677.070699835194
2022/7/18 7:02,13480.998018833714,12080.127372062381
2022/7/18 7:04,13048.13225673721,11603.239485474964
2022/7/18 7:06,12884.477661343632,12056.082000517954
2022/7/18 7:08,13222.207907761369,13715.528226749146
2022/7/18 7:10,13270.114293605388,13854.754858168717
2022/7/18 7:12,13117.363881520958,14966.75292956346
2022/7/18 7:14,13813.94174658379,15957.154791362944
2022/7/18 7:16,13700.03241660825,15654.703371958509
2022/7/18 7:18,14016.63751343873,15170.539909873096
2022/7/18 7:20,13914.456659934398,14172.990805741056
2022/7/18 7:22,14334.07987522661,13924.025953427514
2022/7/18 7:24,14038.18635515184,13804.67889271468
2022/7/18 7:26,13506.797779458368,13790.830260823737
2022/7/18 7:28,13071.925405581243,13135.165919924273
2022/7/18 7:30,13677.101504592436,13463.114369126686
2022/7/18 7:32,13942.971306098729,13119.221277641102
2022/7/18 7:34,14274.707717458003,12691.440203116788
2022/7/18 7:36,13862.883514280382,12154.572564515081
2022/7/18 7:38,13676.247732684933,12288.906855072772
2022/7/18 7:40,13962.343789105456,12210.855964104663
2022/7/18 7:42,13622.12336308204,12507.1319962689
2022/7/18 7:44,13660.4789367887,12628.866328181695
2022/7/18 7:46,13522.001286562427,12387.685822209847
2022/7/18 7:48,13253.450477838873,11935.678886081294
2022/7/18 7:50,13263.590086990172,11638.95487257665
2022/7/18 7:52,13733.827979188693,11343.615333239668
2022/7/18 7:54,13294.091904758472,11360.352257880455
2022/7/18 7:56,13345.604779926545,11225.091159691889
2022/7/18 7:58,13999.241888659199,11064.97244978119
2022/7/18 8:00,12603.544593684048,10080.757470405024
2022/7/18 8:02,12827.564081492097,10377.320588093366
2022/7/18 8:04,13255.35669299019,10750.09414451698
2022/7/18 8:06,13002.927449352785,10434.625850531611
2022/7/18 8:08,13284.283538828993,10683.924557076312
2022/7/18 8:10,13190.228522365314,10478.114235775858
2022/7/18 8:12,13544.413436700177,11166.238558576602
2022/7/18 8:14,13501.993271770716,11571.879443277441
2022/7/18 8:16,13194.759597762522,11484.987368021055
2022/7/18 8:18,12602.720538450085,11185.962328440424
2022/7/18 8:20,13053.301140323612,11433.776432239363
2022/7/18 8:22,13428.537884231351,11236.648632656648
2022/7/18 8:24,13034.94073781099,10812.534132736237
2022/7/18 8:26,13328.760936816125,11224.056653562626
2022/7/18 8:28,13021.091728872521,11225.473754284163
2022/7/18 8:30,13082.733535638496,11392.353506946727
2022/7/18 8:32,13752.402122693924,11367.354339273406
2022/7/18 8:34,13897.094869185477,11553.55222670201
2022/7/18 8:36,14100.619719532042,11050.568959502887
2022/7/18 8:38,13408.576664845858,10832.75503607676
2022/7/18 8:40,13435.270663635076,10869.223873067736
2022/7/18 8:42,13546.194827574,11031.938570807724
2022/7/18 8:44,13496.904604451933,10833.624785025766
2022/7/18 8:46,13556.470269217465,11056.365086258049
2022/7/18 8:48,13533.750905839472,11138.63863647262
2022/7/18 8:50,13323.78505776682,11102.129761771159
2022/7/18 8:52,14838.131150232975,11425.151736503489
2022/7/18 8:54,14678.107574790933,11634.077356378353
2022/7/18 8:56,15416.715767363188,12071.159005664353
2022/7/18 8:58,15822.332311246293,11799.986116581782
2022/7/18 9:00,15375.78021552908,11586.723840257078
2022/7/18 9:02,16987.477644391645,11919.18089998274
2022/7/18 9:04,17093.70381457281,12769.489543266149
2022/7/18 9:06,17677.041287059896,12878.850684671444
2022/7/18 9:08,17103.157223180213,12075.281301936962
2022/7/18 9:10,16606.53146850058,12195.420907800763
2022/7/18 9:12,17408.17896339748,11890.386263971875
2022/7/18 9:14,17442.09639921627,11768.061776165232
2022/7/18 9:16,16877.08922525365,12363.580820668813
2022/7/18 9:18,16361.135353686412,11544.900432809492
2022/7/18 9:20,16684.107141625573,11413.259845271492
2022/7/18 9:22,16845.167178509837,12398.44039298768
2022/7/18 9:24,16686.322540140496,12015.99595352135
2022/7/18 9:26,16699.83081038145,12863.237688242032
2022/7/18 9:28,15772.269890471533,12807.32000751993
2022/7/18 9:30,16047.976000526589,11957.85129204859
2022/7/18 9:32,16078.614943685654,12485.316789118804
2022/7/18 9:34,15246.522074592509,12496.33706851395
2022/7/18 9:36,15556.61766920843,12722.141041352657
2022/7/18 9:38,15926.579536884055,13020.172298139789
2022/7/18 9:40,16147.624598734537,13323.710854804114
2022/7/18 9:42,15448.529226243625,12825.48578721766
2022/7/18 9:44,15399.933868990123,13944.296634121394
2022/7/18 9:46,15736.922119577184,13544.074757778526
2022/7/18 9:48,14435.128014942351,13708.770957044882
2022/7/18 9:50,14420.096440140838,12257.943815123946
2022/7/18 9:52,14661.648068217615,12463.177280770748
2022/7/18 9:54,14794.898437932012,12871.486555545496
2022/7/18 9:56,14166.694208315275,12245.026044607343
2022/7/18 9:58,14820.197222999604,12531.879325951935
2022/7/18 10:00,14149.119922588548,12173.51243343671
2022/7/18 10:02,15031.182345522457,12064.892106336023
2022/7/18 10:04,15692.121077801856,13609.182143184646
2022/7/18 10:06,14850.332268036582,12737.097418696605
2022/7/18 10:08,14912.185352814633,13029.044081768785
2022/7/18 10:10,14357.382745996796,12922.23433780008
2022/7/18 10:12,14998.763636268519,12696.38407259078
2022/7/18 10:14,14650.535903099837,12996.78071088196
2022/7/18 10:16,14428.642341583005,12831.509357056091
2022/7/18 10:18,14556.158025605835,12739.747606805468
2022/7/18 10:20,14771.99494848312,13062.782089893959
2022/7/18 10:22,15350.251568274454,12876.830978597716
2022/7/18 10:24,14254.123830065451,12651.467238372026
2022/7/18 10:26,15031.448145174329,12413.919091294583
2022/7/18 10:28,14951.095446488544,12568.031395634938
2022/7/18 10:30,14248.555121957572,13248.55691155889
2022/7/18 10:32,14590.766739340277,13343.902251776954
2022/7/18 10:34,14400.485338258486,12751.862505482788
2022/7/18 10:36,14914.883178910875,12821.596952678789
2022/7/18 10:38,14257.686278611802,12591.027699751523
2022/7/18 10:40,14019.163181950578,12840.744903836681
2022/7/18 10:42,13826.051003475715,12487.705592812019
2022/7/18 10:44,14298.619455210583,12322.04317474595
2022/7/18 10:46,13587.810955362376,11984.254549960573
2022/7/18 10:48,13808.161492677375,11950.708480562162
2022/7/18 10:50,13841.076853569015,12246.302989647576
2022/7/18 10:52,13482.303229228753,11899.209293806023
2022/7/18 10:54,14012.0042246483,12194.97634201143
2022/7/18 10:56,13552.617080993716,11952.049763311725
2022/7/18 10:58,14006.284789372652,11628.993015591583
2022/7/18 11:00,13826.161101305439,12612.524615423561
2022/7/18 11:02,14101.021899003432,12376.24789506807
2022/7/18 11:04,13850.596448451663,12014.182138380302
2022/7/18 11:06,13989.956325940491,11634.586362479447
2022/7/18 11:08,14011.103062208826,11875.8487396618
2022/7/18 11:10,13797.060046916184,11867.597068632813
2022/7/18 11:12,14070.153480422361,11645.076225802364
2022/7/18 11:14,13957.975619907442,11733.971548531841
2022/7/18 11:16,13939.22636284265,11832.34337592149
2022/7/18 11:18,14057.925328782145,11901.760336148853
2022/7/18 11:20,14154.330684984525,12189.205750030987
2022/7/18 11:22,13727.265813590624,11801.423253950807
2022/7/18 11:24,14758.097272549185,11748.716200719231
2022/7/18 11:26,14663.120384611952,11793.949652362486
2022/7/18 11:28,13745.058959175367,12393.155094219288
2022/7/18 11:30,13853.155892690478,12733.67815353304
2022/7/18 11:32,13719.859634923336,11773.687575588488
2022/7/18 11:34,14182.4442357859,12877.66167243367
2022/7/18 11:36,14309.413786683119,13536.249883291845
2022/7/18 11:38,14757.134871265975,14060.325864372811
2022/7/18 11:40,14770.958374668204,13935.293414511983
2022/7/18 11:42,15556.349941170374,14584.190415435682
2022/7/18 11:44,15907.869404029274,14829.521744542406
2022/7/18 11:46,16417.844453521124,16905.527464463703
2022/7/18 11:48,16060.608236922353,15834.854523652539
2022/7/18 11:50,15868.799847292483,15355.531439751187
2022/7/18 11:52,16463.428719896114,15723.264375526278
2022/7/18 11:54,16479.16689538609,15050.716528330184
2022/7/18 11:56,16334.230766400238,14322.56447177627
2022/7/18 11:58,16447.394087231456,14761.868617194157
2022/7/18 12:00,16571.434735964805,14411.625910592304
2022/7/18 12:02,15942.571344353239,14670.12299582297
2022/7/18 12:04,15715.699125445784,14123.5016701136
2022/7/18 12:06,15668.812303828661,14263.55900570673
2022/7/18 12:08,16006.913661408431,13205.411218081608
2022/7/18 12:10,16061.71061165491,13778.849569390948
2022/7/18 12:12,16073.824802207762,13096.060424540987
2022/7/18 12:14,15733.709571436895,12918.20950148572
2022/7/18 12:16,15853.316213562674,12928.473097050535
2022/7/18 12:18,15233.814148926884,12294.750468030763
2022/7/18 12:20,15368.663553926866,13077.368346970317
2022/7/18 12:22,15633.672860461927,12818.667038426902
2022/7/18 12:24,15494.005059588364,12770.019946431374
2022/7/18 12:26,14949.74288086545,12868.403045385181
2022/7/18 12:28,15167.70325014454,12548.714601251728
2022/7/18 12:30,14998.401650740854,12176.800983019892
2022/7/18 12:32,15376.755056435451,12462.176712466098
2022/7/18 12:34,15346.980900872566,12234.14988538217
2022/7/18 12:36,15026.084413315208,12263.514829354268
2022/7/18 12:38,14902.874222959173,12123.096611897678
2022/7/18 12:40,15534.04688238897,12163.420874980482
2022/7/18 12:42,14579.874156509393,11928.611821196557
2022/7/18 12:44,14234.086482922032,11498.806180313151
2022/7/18 12:46,14708.276128371323,11584.730409302008
2022/7/18 12:48,13859.849561595778,11172.290430924833
2022/7/18 12:50,14554.758043826425,11240.982482546395
2022/7/18 12:52,14439.380400068794,11204.79194441843
2022/7/18 12:54,14012.453148103603,10874.5501351967
2022/7/18 12:56,13928.986193480918,11622.760797289433
2022/7/18 12:58,13940.932912011009,11584.52360726996
2022/7/18 13:00,13514.560281054963,11443.575229604477
2022/7/18 13:02,13721.994836808637,11231.465407489846
2022/7/18 13:04,13796.787770357087,11719.637035271993
2022/7/18 13:06,13585.17617904391,11573.076591514782
2022/7/18 13:08,13358.57503252303,11952.416758384821
2022/7/18 13:10,13874.153508249028,11651.553605666084
2022/7/18 13:12,13621.97950823712,12268.626373781579
2022/7/18 13:14,13703.599850190774,11710.727234207448
2022/7/18 13:16,13712.696890042456,11979.450901765786
2022/7/18 13:18,13589.596767790707,11627.589092311136
2022/7/18 13:20,13494.94570469803,12013.07144184873
2022/7/18 13:22,13881.640139051271,11716.071104783876
2022/7/18 13:24,16095.505182185656,14282.799671869558
2022/7/18 13:26,13937.689841425565,14902.851748272686
2022/7/18 13:28,14922.413841912927,14989.275153760094
2022/7/18 13:30,14212.874166108966,15099.432710617755
2022/7/18 13:32,16734.877106434404,15268.10374369776
2022/7/18 13:34,16064.166383630518,15172.485573835196
2022/7/18 13:36,15345.398093560352,16214.410140153936
2022/7/18 13:38,14249.036019489853,14899.22807654338
2022/7/18 13:40,15209.690035178604,14411.966682561397
2022/7/18 13:42,15159.2841188607,15746.842192242391
2022/7/18 13:44,15206.718471429884,15921.413524331976
2022/7/18 13:46,14072.459539775731,15665.21021756155
2022/7/18 13:48,14769.81155332601,15968.466201399091
2022/7/18 13:50,14051.090922460055,15460.11735482347
2022/7/18 13:52,14364.395946785033,14368.44657338687
2022/7/18 13:54,13782.533752068148,14541.327694228778
2022/7/18 13:56,15986.981731702494,14863.810543794432
2022/7/18 13:58,15202.833903310686,13992.197766413596
2022/7/18 14:00,14314.450698414092,15416.060622129506
2022/7/18 14:02,14223.489013722938,14513.888971495362
2022/7/18 14:04,14632.682412870377,13880.13726625276
2022/7/18 14:06,14735.35838648316,13483.480044785018
2022/7/18 14:08,14870.404721945451,13869.364936891961
2022/7/18 14:10,16216.624024210993,13330.654333755121
2022/7/18 14:12,15801.891356747159,14108.463435456506
2022/7/18 14:14,15853.432978104898,12439.231502486664
2022/7/18 14:16,15874.706698965076,12725.678135238744
2022/7/18 14:18,15743.729691120683,12604.455700462173
2022/7/18 14:20,16447.632483714606,12829.811590129566
2022/7/18 14:22,16907.00019337801,12313.31488501802
2022/7/18 14:24,16331.257002809389,12770.973571461953
2022/7/18 14:26,16896.873540797387,13377.579022637694
2022/7/18 14:28,15800.349657972882,13951.733006451059
2022/7/18 14:30,13509.544470774792,12088.430349774626
2022/7/18 14:32,14268.280811069802,11948.69345028296
2022/7/18 14:34,13820.497139801742,12372.813368565974
2022/7/18 14:36,13812.038421861,12045.23875427206
2022/7/18 14:38,14909.512090915285,12491.891778734927
2022/7/18 14:40,14183.893260090039,12765.012653948716
2022/7/18 14:42,13781.992291439698,12598.322751415011
2022/7/18 14:44,13683.584578844295,12587.844776280108
2022/7/18 14:46,16303.232961283366,12412.644118860448
2022/7/18 14:48,14846.478848401899,12895.554843708182
2022/7/18 14:50,15044.825255033742,12567.29547567402
2022/7/18 14:52,14471.442803556232,12810.743571761755
2022/7/18 14:54,14216.683453209356,11963.664614472269
2022/7/18 14:56,15017.049888776746,12213.409964519966
2022/7/18 14:58,14532.191870990506,12157.160910617224
2022/7/18 15:00,14983.796756410198,12939.20358237944
2022/7/18 15:02,16600.36345030685,13131.318420977115
2022/7/18 15:04,16356.95659029773,13151.785593954577
2022/7/18 15:06,16668.030379778374,13857.420177897315
2022/7/18 15:08,15791.64665604907,13364.951917088902
2022/7/18 15:10,16804.45839415812,13714.707243553778
2022/7/18 15:12,17499.01888699916,13956.821321335836
2022/7/18 15:14,16273.119136547932,14724.784588452929
2022/7/18 15:16,16271.874715665721,15210.333234094116
2022/7/18 15:18,15637.175170191838,14069.591908484723
2022/7/18 15:20,16615.244848272057,14776.903010053164
2022/7/18 15:22,16280.26973683312,14178.559954595898
2022/7/18 15:24,17391.56492549734,15350.23843389169
2022/7/18 15:26,16306.417695718152,14100.055966725666
2022/7/18 15:28,15924.22632901189,13381.292008706632
2022/7/18 15:30,15894.739977775012,13907.314711299152
2022/7/18 15:32,14614.033290255244,12044.956723200567
2022/7/18 15:34,14786.876785874681,12043.703669185965
2022/7/18 15:36,15015.934839076284,12246.908404910355
2022/7/18 15:38,14251.463933846031,13484.575797960708
2022/7/18 15:40,13974.77747758187,12320.046575085984
2022/7/18 15:42,13954.80169691596,12488.917888973487
2022/7/18 15:44,15007.176574512727,13256.33140395947
2022/7/18 15:46,14444.784713753714,13211.322578193718
2022/7/18 15:48,15618.447734083993,14611.514163327076
2022/7/18 15:50,16099.698531980344,13824.825009388247
2022/7/18 15:52,15160.48900631083,14185.540530735416
2022/7/18 15:54,16128.007762964213,13077.723692721494
2022/7/18 15:56,16476.7718655145,13237.124393751345
2022/7/18 15:58,16216.914223103464,13070.796944788575
2022/7/18 16:00,16681.225982000204,13752.738553682166
2022/7/18 16:02,17287.746956256582,14696.707633496728
2022/7/18 16:04,16915.191513562204,12959.637759416039
2022/7/18 16:06,17237.19183595247,15039.019026520959
2022/7/18 16:08,16465.481381587593,15345.892584240117
2022/7/18 16:10,16376.814638458462,15553.25274631311
2022/7/18 16:12,16621.59935213213,15346.469577478818
2022/7/18 16:14,15467.475653310266,15355.349843250418
2022/7/18 16:16,15758.469373137921,14912.217309080146
2022/7/18 16:18,16632.40917762226,15942.259928096002
2022/7/18 16:20,16931.003619852272,16575.159243475257
2022/7/18 16:22,16342.553735596663,16120.747288697505
2022/7/18 16:24,16383.852562468648,15980.549177176757
2022/7/18 16:26,15879.965213221556,15674.526458393666
2022/7/18 16:28,16063.348468577615,16057.723745255265
2022/7/18 16:30,16138.007992218762,15570.779360843506
2022/7/18 16:32,15865.501741132448,15304.06668979066
2022/7/18 16:34,15915.456039052478,14670.367814820227
2022/7/18 16:36,16093.120820978758,15340.185633898438
2022/7/18 16:38,16711.160344631196,14788.42562245941
2022/7/18 16:40,17373.57047077727,14320.434153763592
2022/7/18 16:42,16761.250090323094,13826.34642417622
2022/7/18 16:44,16594.703282918836,13883.700725528959
2022/7/18 16:46,16696.410507602068,14283.828816016545
2022/7/18 16:48,16349.670467504822,13662.314755955069
2022/7/18 16:50,15713.510037308,13637.591104936606
2022/7/18 16:52,15366.845952591792,13612.964443179302
2022/7/18 16:54,16534.72947533413,13588.028946464268
2022/7/18 16:56,14725.451423980376,12774.653380370366
2022/7/18 16:58,14746.574587841853,13556.049280047817
2022/7/18 17:00,14183.899749455664,13379.479729352171
2022/7/18 17:02,15877.499902919852,13760.269226479835
2022/7/18 17:04,14049.977774569896,13329.312772419555
2022/7/18 17:06,14102.748528345555,13346.824417295209
2022/7/18 17:08,14489.69684116854,13164.03203605361
2022/7/18 17:10,14591.788366685782,12744.092074553215
2022/7/18 17:12,15314.59205316136,12334.117654478838
2022/7/18 17:14,15837.572755327765,12582.80320463479
2022/7/18 17:16,15797.65430230111,11951.561447625127
2022/7/18 17:18,15273.724857166231,12190.473680729681
2022/7/18 17:20,15812.178670765832,12537.120001595022
2022/7/18 17:22,16276.569861079479,13482.199734452
2022/7/18 17:24,15965.733751359367,13077.752392686858
2022/7/18 17:26,15508.861168380796,12513.377698573084
2022/7/18 17:28,16159.85330436073,12714.61672120719
2022/7/18 17:30,16341.91818604915,12666.317673583697
2022/7/18 17:32,15848.570557975807,12286.124642831528
2022/7/18 17:34,16087.31372088418,12710.202510478477
2022/7/18 17:36,16066.789118612081,12796.424109367432
2022/7/18 17:38,15290.117057821752,12909.478781703661
2022/7/18 17:40,16228.014360417894,12509.852607143066
2022/7/18 17:42,15610.163187692966,13560.645957273624
2022/7/18 17:44,16393.418187735013,13881.473355844024
2022/7/18 17:46,16382.929621458648,12810.929135491788
2022/7/18 17:48,15849.4718866549,14385.442813259988
2022/7/18 17:50,13782.213921162642,14209.114362840626
2022/7/18 17:52,14292.201071030022,14377.568312868927
2022/7/18 17:54,14759.40650114605,13567.316332386288
2022/7/18 17:56,15655.65208854101,14398.769372204066
2022/7/18 17:58,15188.384639608503,13864.804267478137
2022/7/18 18:00,15211.301073276234,13200.165725417297
2022/7/18 18:02,15096.790315146618,14215.215147847628
2022/7/18 18:04,16119.059030270926,14599.226929393784
2022/7/18 18:06,16430.39342538921,14239.928247572356
2022/7/18 18:08,16641.987897796313,14252.12003675584
2022/7/18 18:10,15619.687779298158,13905.093658942293
2022/7/18 18:12,16316.336233194525,13499.277403476943
2022/7/18 18:14,15834.542550955246,13864.284036594781
2022/7/18 18:16,15981.944651999518,14505.685191494344
2022/7/18 18:18,14830.388340142877,13179.213692289457
2022/7/18 18:20,15804.973720263675,12882.430776994272
2022/7/18 18:22,16216.105645463369,12966.386370915521
2022/7/18 18:24,15908.83866382171,12769.758918543475
2022/7/18 18:26,15795.089867747352,13038.647703777666
2022/7/18 18:28,16263.730007819584,13111.829703856025
2022/7/18 18:30,15812.235695985093,12371.647253654884
2022/7/18 18:32,15758.052960272864,12606.622465721219
2022/7/18 18:34,15954.774963042586,12531.580395473487
2022/7/18 18:36,16017.40028237023,12709.173688273917
2022/7/18 18:38,15700.440541508086,12752.609052144573
2022/7/18 18:40,15422.53008479221,12487.739194479309
2022/7/18 18:42,16152.480957833393,12283.109855530814
2022/7/18 18:44,16920.603381551693,12505.320034247752
2022/7/18 18:46,15966.059742928976,13087.224973038607
2022/7/18 18:48,16309.69280380491,12488.145649147265
2022/7/18 18:50,16874.29232742632,11812.360414973615
2022/7/18 18:52,16508.77675163671,12710.111376895737
2022/7/18 18:54,16532.751539215347,12401.372883376916
2022/7/18 18:56,16651.985123339706,12382.179387488037
2022/7/18 18:58,17082.188445961012,12594.53215261698
2022/7/18 19:00,16572.886600200603,12068.830284358633
2022/7/18 19:02,17074.975437309444,11814.397571072412
2022/7/18 19:04,16395.00841677082,12248.051650122436
2022/7/18 19:06,17491.430984655348,12900.130844843585
2022/7/18 19:08,16694.000688353037,12734.552376456471
2022/7/18 19:10,16445.96414598846,12887.95565639103
2022/7/18 19:12,16001.714004271245,13438.256352043802
2022/7/18 19:14,16195.991496644521,13509.337075202597
2022/7/18 19:16,15896.425677590234,13201.02254988918
2022/7/18 19:18,16511.057805288132,13591.586674126755
2022/7/18 19:20,16262.931001319912,13260.176919486737
2022/7/18 19:22,16051.285299976063,13594.842381131528
2022/7/18 19:24,16141.126699985769,14267.953946083842
2022/7/18 19:26,15245.645285184419,14173.009999723956
2022/7/18 19:28,16840.89352866024,14009.553202690377
2022/7/18 19:30,15758.083182399914,13804.96655578217
2022/7/18 19:32,16006.610424609675,14079.910373080304
2022/7/18 19:34,16460.978651814763,14440.901451435964
2022/7/18 19:36,16307.442891327331,13832.95395497756
2022/7/18 19:38,16390.54779136649,13998.913239376183
2022/7/18 19:40,17185.224792539037,13770.620806327523
2022/7/18 19:42,19703.160630306644,13682.958118438455
2022/7/18 19:44,17189.6671660553,14362.325385500257
2022/7/18 19:46,17741.15704084553,14400.232654696363
2022/7/18 19:48,19988.57776234882,13258.349866428252
2022/7/18 19:50,19914.879394405198,13107.610347003256
2022/7/18 19:52,19248.640543751437,12746.88935887836
2022/7/18 19:54,17374.88244013123,12997.212089438684
